_id,key,red3_team,red2_team,red1_team,blue3_team,blue2_team,blue1_team,red3_epa,red2_epa,red1_epa,blue3_epa,blue2_epa,blue1_epa,red3_total_points,red2_total_points,red1_total_points,blue3_total_points,blue2_total_points,blue1_total_points,red3_auto_points,red2_auto_points,red1_auto_points,blue3_auto_points,blue2_auto_points,blue1_auto_points,red3_teleop_points,red2_teleop_points,red1_teleop_points,blue3_teleop_points,blue2_teleop_points,blue1_teleop_points,red3_endgame_points,red2_endgame_points,red1_endgame_points,blue3_endgame_points,blue2_endgame_points,blue1_endgame_points,red3_rank,red2_rank,red1_rank,blue3_rank,blue2_rank,blue1_rank,red3_winrate,red2_winrate,red1_winrate,blue3_winrate,blue2_winrate,blue1_winrate,blue_score,red_score
67da17023136e1e6940cb345,2025mxmo_qm12,7102,7546,5705,7102,7546,5705,1572,1475,1450,1572,1475,1450,31.53,18.32,15.41,31.53,18.32,15.41,4.13,2.43,3.11,4.13,2.43,3.11,25.89,13.93,10,25.89,13.93,10,1.52,1.96,2.3,1.52,1.96,2.3,719,2084,2662,719,2084,2662,0.5556,0.5833,0.5455,0.5556,0.5833,0.5455,72,63
67da17023136e1e6940cb346,2025mxmo_f1m1,6348,4731,6017,6348,4731,6017,1610,1555,1568,1610,1555,1568,37.17,29.16,31.07,37.17,29.16,31.07,4.67,3.61,5.63,4.67,3.61,5.63,31.13,25.61,17.97,31.13,25.61,17.97,1.37,-0.05,7.47,1.37,-0.05,7.47,462,865,750,462,865,750,0.6613,0.4853,0.5781,0.6613,0.4853,0.5781,90,126
67da17023136e1e6940cb347,2025mxmo_f1m2,6348,4731,6017,6348,4731,6017,1610,1555,1568,1610,1555,1568,37.17,29.16,31.07,37.17,29.16,31.07,4.67,3.61,5.63,4.67,3.61,5.63,31.13,25.61,17.97,31.13,25.61,17.97,1.37,-0.05,7.47,1.37,-0.05,7.47,462,865,750,462,865,750,0.6613,0.4853,0.5781,0.6613,0.4853,0.5781,92,149
67da17023136e1e6940cb348,2025mxmo_qm1,4635,9301,7546,4635,9301,7546,1700,1494,1475,1700,1494,1475,51.02,20.68,18.32,51.02,20.68,18.32,11.88,2.74,2.43,11.88,2.74,2.43,29.92,12.43,13.93,29.92,12.43,13.93,9.21,5.51,1.96,9.21,5.51,1.96,154,1737,2084,154,1737,2084,0.8387,0.6,0.5833,0.8387,0.6,0.5833,111,46
67da17023136e1e6940cb349,2025mxmo_qm10,9282,8740,9065,9282,8740,9065,1401,1410,1347,1401,1410,1347,10.16,11.09,4.66,10.16,11.09,4.66,1.75,1.92,3.08,1.75,1.92,3.08,7.65,6.86,0.16,7.65,6.86,0.16,0.75,2.3,1.43,0.75,2.3,1.43,3367,3256,3665,3367,3256,3665,0.2,0.5,0.1,0.2,0.5,0.1,23,44
67da17023136e1e6940cb34a,2025mxmo_qm11,3526,4977,3522,3526,4977,3522,1495,1471,1513,1495,1471,1513,20.87,17.86,23.24,20.87,17.86,23.24,4.22,3.36,2.66,4.22,3.36,2.66,14.88,13.58,19.52,14.88,13.58,19.52,1.77,0.91,1.06,1.77,0.91,1.06,1714,2273,1418,1714,2273,1418,0.6429,0.3864,0.4286,0.6429,0.3864,0.4286,39,49
67da17023136e1e6940cb34b,2025mxmo_qm13,6106,3527,6348,6106,3527,6348,1528,1449,1610,1528,1449,1610,25.31,15.34,37.17,25.31,15.34,37.17,3.78,3.3,4.67,3.78,3.3,4.67,20.39,11.08,31.13,20.39,11.08,31.13,1.13,0.96,1.37,1.13,0.96,1.37,1205,2669,462,1205,2669,462,0.5577,0.4,0.6613,0.5577,0.4,0.6613,98,75
67da17023136e1e6940cb34c,2025mxmo_qm14,3480,4371,8290,3480,4371,8290,1537,1391,1467,1537,1391,1467,26.48,9.05,17.42,26.48,9.05,17.42,4.81,2.6,3.5,4.81,2.6,3.5,20.05,5.94,11.19,20.05,5.94,11.19,1.62,0.5,2.74,1.62,0.5,2.74,1090,3452,2353,1090,3452,2353,0.463,0.2,0.6154,0.463,0.2,0.6154,54,18
67da17023136e1e6940cb34d,2025mxmo_qm15,3158,7725,3933,3158,7725,3933,1580,1371,1517,1580,1371,1517,32.77,7.03,23.72,32.77,7.03,23.72,4.68,4.81,3.71,4.68,4.81,3.71,26.99,3.41,19.04,26.99,3.41,19.04,1.1,-1.18,0.97,1.1,-1.18,0.97,645,3573,1358,645,3573,1358,0.5,0.3333,0.4138,0.5,0.3333,0.4138,73,54
67da17023136e1e6940cb34e,2025mxmo_qm16,9282,6652,10580,9282,6652,10580,1401,1384,1369,1401,1384,1369,10.16,8.39,6.85,10.16,8.39,6.85,1.75,0.8,2.28,1.75,0.8,2.28,7.65,7.09,3.41,7.65,7.09,3.41,0.75,0.5,1.16,0.75,0.5,1.16,3367,3506,3584,3367,3506,3584,0.2,0.2,0.5455,0.2,0.2,0.5455,12,59
67da17023136e1e6940cb34f,2025mxmo_qm17,9065,3526,9301,9065,3526,9301,1347,1495,1494,1347,1495,1494,4.66,20.87,20.68,4.66,20.87,20.68,3.08,4.22,2.74,3.08,4.22,2.74,0.16,14.88,12.43,0.16,14.88,12.43,1.43,1.77,5.51,1.43,1.77,5.51,3665,1714,1737,3665,1714,1737,0.1,0.6429,0.6,0.1,0.6429,0.6,59,27
67da17023136e1e6940cb350,2025mxmo_qm18,7421,4731,6170,7421,4731,6170,1559,1555,1480,1559,1555,1480,29.72,29.16,18.89,29.72,29.16,18.89,5.62,3.61,3.44,5.62,3.61,3.44,22.6,25.61,14.17,22.6,25.61,14.17,1.51,-0.05,1.28,1.51,-0.05,1.28,829,865,1990,829,865,1990,0.6538,0.4853,0.5417,0.6538,0.4853,0.5417,78,78
67da17023136e1e6940cb351,2025mxmo_qm19,4010,5705,8290,4010,5705,8290,1413,1450,1467,1413,1450,1467,11.4,15.41,17.42,11.4,15.41,17.42,4.4,3.11,3.5,4.4,3.11,3.5,5.98,10,11.19,5.98,10,11.19,1.01,2.3,2.74,1.01,2.3,2.74,3224,2662,2353,3224,2662,2353,0.5385,0.5455,0.6154,0.5385,0.5455,0.6154,76,74
67da17023136e1e6940cb352,2025mxmo_qm2,4403,8740,8741,4403,8740,8741,1641,1410,1403,1641,1410,1403,41.98,11.09,10.38,41.98,11.09,10.38,4.5,1.92,2.04,4.5,1.92,2.04,29.73,6.86,5.73,29.73,6.86,5.73,7.74,2.3,2.61,7.74,2.3,2.61,321,3256,3339,321,3256,3339,0.8,0.5,0.35,0.8,0.5,0.35,69,54
67da17023136e1e6940cb353,2025mxmo_qm20,10225,3480,7546,10225,3480,7546,1429,1537,1475,1429,1537,1475,13.06,26.48,18.32,13.06,26.48,18.32,2.75,4.81,2.43,2.75,4.81,2.43,8.85,20.05,13.93,8.85,20.05,13.93,1.47,1.62,1.96,1.47,1.62,1.96,3007,1090,2084,3007,1090,2084,0.35,0.463,0.5833,0.35,0.463,0.5833,81,95
67da17023136e1e6940cb354,2025mxmo_qm21,3933,6647,6676,3933,6647,6676,1517,1623,1440,1517,1623,1440,23.72,39.07,14.27,23.72,39.07,14.27,3.71,3.52,1.82,3.71,3.52,1.82,19.04,34.94,11.08,19.04,34.94,11.08,0.97,0.62,1.37,0.97,0.62,1.37,1358,396,2837,1358,396,2837,0.4138,0.625,0.4,0.4138,0.625,0.4,73,111
67da17023136e1e6940cb355,2025mxmo_qm22,9301,6606,3522,9301,6606,3522,1494,1447,1513,1494,1447,1513,20.68,15.1,23.24,20.68,15.1,23.24,2.74,3.13,2.66,2.74,3.13,2.66,12.43,9.6,19.52,12.43,9.6,19.52,5.51,2.38,1.06,5.51,2.38,1.06,1737,2706,1418,1737,2706,1418,0.6,0.24,0.4286,0.6,0.24,0.4286,53,65
67da17023136e1e6940cb356,2025mxmo_qm23,7725,3526,7102,7725,3526,7102,1371,1495,1572,1371,1495,1572,7.03,20.87,31.53,7.03,20.87,31.53,4.81,4.22,4.13,4.81,4.22,4.13,3.41,14.88,25.89,3.41,14.88,25.89,-1.18,1.77,1.52,-1.18,1.77,1.52,3573,1714,719,3573,1714,719,0.3333,0.6429,0.5556,0.3333,0.6429,0.5556,60,53
67da17023136e1e6940cb357,2025mxmo_qm24,5959,3527,8290,5959,3527,8290,1525,1449,1467,1525,1449,1467,24.83,15.34,17.42,24.83,15.34,17.42,3.92,3.3,3.5,3.92,3.3,3.5,18.06,11.08,11.19,18.06,11.08,11.19,2.85,0.96,2.74,2.85,0.96,2.74,1252,2669,2353,1252,2669,2353,0.4286,0.4,0.6154,0.4286,0.4,0.6154,76,88
67da17023136e1e6940cb358,2025mxmo_qm25,5932,4775,10225,5932,4775,10225,1376,1505,1429,1376,1505,1429,7.54,22.11,13.06,7.54,22.11,13.06,3.22,3.25,2.75,3.22,3.25,2.75,3.38,18.03,8.85,3.38,18.03,8.85,0.94,0.83,1.47,0.94,0.83,1.47,3554,1561,3007,3554,1561,3007,0.35,0.5769,0.35,0.35,0.5769,0.35,15,29
67da17023136e1e6940cb359,2025mxmo_qm26,6647,6017,4977,6647,6017,4977,1623,1568,1471,1623,1568,1471,39.07,31.07,17.86,39.07,31.07,17.86,3.52,5.63,3.36,3.52,5.63,3.36,34.94,17.97,13.58,34.94,17.97,13.58,0.62,7.47,0.91,0.62,7.47,0.91,396,750,2273,396,750,2273,0.625,0.5781,0.3864,0.625,0.5781,0.3864,100,29
67da17023136e1e6940cb35a,2025mxmo_qm27,3522,3480,6348,3522,3480,6348,1513,1537,1610,1513,1537,1610,23.24,26.48,37.17,23.24,26.48,37.17,2.66,4.81,4.67,2.66,4.81,4.67,19.52,20.05,31.13,19.52,20.05,31.13,1.06,1.62,1.37,1.06,1.62,1.37,1418,1090,462,1418,1090,462,0.4286,0.463,0.6613,0.4286,0.463,0.6613,76,42
67da17023136e1e6940cb35b,2025mxmo_qm28,2283,7546,6652,2283,7546,6652,1585,1475,1384,1585,1475,1384,33.45,18.32,8.39,33.45,18.32,8.39,6.2,2.43,0.8,6.2,2.43,0.8,23.08,13.93,7.09,23.08,13.93,7.09,4.17,1.96,0.5,4.17,1.96,0.5,620,2084,3506,620,2084,3506,0.5333,0.5833,0.2,0.5333,0.5833,0.2,36,45
67da17023136e1e6940cb35c,2025mxmo_qm29,5705,4371,9301,5705,4371,9301,1450,1391,1494,1450,1391,1494,15.41,9.05,20.68,15.41,9.05,20.68,3.11,2.6,2.74,3.11,2.6,2.74,10,5.94,12.43,10,5.94,12.43,2.3,0.5,5.51,2.3,0.5,5.51,2662,3452,1737,2662,3452,1737,0.5455,0.2,0.6,0.5455,0.2,0.6,49,146
67da17023136e1e6940cb35d,2025mxmo_qm3,3794,3480,2283,3794,3480,2283,1399,1537,1585,1399,1537,1585,9.9,26.48,33.45,9.9,26.48,33.45,2.45,4.81,6.2,2.45,4.81,6.2,5.65,20.05,23.08,5.65,20.05,23.08,1.8,1.62,4.17,1.8,1.62,4.17,3387,1090,620,3387,1090,620,0.25,0.463,0.5333,0.25,0.463,0.5333,17,16
67da17023136e1e6940cb35e,2025mxmo_qm30,4775,6106,8740,4775,6106,8740,1505,1528,1410,1505,1528,1410,22.11,25.31,11.09,22.11,25.31,11.09,3.25,3.78,1.92,3.25,3.78,1.92,18.03,20.39,6.86,18.03,20.39,6.86,0.83,1.13,2.3,0.83,1.13,2.3,1561,1205,3256,1561,1205,3256,0.5769,0.5577,0.5,0.5769,0.5577,0.5,38,32
67da17023136e1e6940cb35f,2025mxmo_qm31,6170,6676,7102,6170,6676,7102,1480,1440,1572,1480,1440,1572,18.89,14.27,31.53,18.89,14.27,31.53,3.44,1.82,4.13,3.44,1.82,4.13,14.17,11.08,25.89,14.17,11.08,25.89,1.28,1.37,1.52,1.28,1.37,1.52,1990,2837,719,1990,2837,719,0.5417,0.4,0.5556,0.5417,0.4,0.5556,85,65
67da17023136e1e6940cb360,2025mxmo_qm32,4731,6348,10225,4731,6348,10225,1555,1610,1429,1555,1610,1429,29.16,37.17,13.06,29.16,37.17,13.06,3.61,4.67,2.75,3.61,4.67,2.75,25.61,31.13,8.85,25.61,31.13,8.85,-0.05,1.37,1.47,-0.05,1.37,1.47,865,462,3007,865,462,3007,0.4853,0.6613,0.35,0.4853,0.6613,0.35,62,62
67da17023136e1e6940cb361,2025mxmo_qm33,3526,3794,8741,3526,3794,8741,1495,1399,1403,1495,1399,1403,20.87,9.9,10.38,20.87,9.9,10.38,4.22,2.45,2.04,4.22,2.45,2.04,14.88,5.65,5.73,14.88,5.65,5.73,1.77,1.8,2.61,1.77,1.8,2.61,1714,3387,3339,1714,3387,3339,0.6429,0.25,0.35,0.6429,0.25,0.35,39,40
67da17023136e1e6940cb362,2025mxmo_qm34,5887,3933,4010,5887,3933,4010,1464,1517,1413,1464,1517,1413,16.99,23.72,11.4,16.99,23.72,11.4,3.76,3.71,4.4,3.76,3.71,4.4,11.21,19.04,5.98,11.21,19.04,5.98,2.01,0.97,1.01,2.01,0.97,1.01,2423,1358,3224,2423,1358,3224,0.52,0.4138,0.5385,0.52,0.4138,0.5385,56,82
67da17023136e1e6940cb363,2025mxmo_qm35,9053,4403,9065,9053,4403,9065,1334,1641,1347,1334,1641,1347,3.42,41.98,4.66,3.42,41.98,4.66,2.5,4.5,3.08,2.5,4.5,3.08,-0.06,29.73,0.16,-0.06,29.73,0.16,0.98,7.74,1.43,0.98,7.74,1.43,3685,321,3665,3685,321,3665,0.4,0.8,0.1,0.4,0.8,0.1,55,93
67da17023136e1e6940cb364,2025mxmo_qm36,6652,3522,4371,6652,3522,4371,1384,1513,1391,1384,1513,1391,8.39,23.24,9.05,8.39,23.24,9.05,0.8,2.66,2.6,0.8,2.66,2.6,7.09,19.52,5.94,7.09,19.52,5.94,0.5,1.06,0.5,0.5,1.06,0.5,3506,1418,3452,3506,1418,3452,0.2,0.4286,0.2,0.2,0.4286,0.2,60,85
67da17023136e1e6940cb365,2025mxmo_qm37,9301,10225,6106,9301,10225,6106,1494,1429,1528,1494,1429,1528,20.68,13.06,25.31,20.68,13.06,25.31,2.74,2.75,3.78,2.74,2.75,3.78,12.43,8.85,20.39,12.43,8.85,20.39,5.51,1.47,1.13,5.51,1.47,1.13,1737,3007,1205,1737,3007,1205,0.6,0.35,0.5577,0.6,0.35,0.5577,52,62
67da17023136e1e6940cb366,2025mxmo_qm38,3527,3158,8740,3527,3158,8740,1449,1580,1410,1449,1580,1410,15.34,32.77,11.09,15.34,32.77,11.09,3.3,4.68,1.92,3.3,4.68,1.92,11.08,26.99,6.86,11.08,26.99,6.86,0.96,1.1,2.3,0.96,1.1,2.3,2669,645,3256,2669,645,3256,0.4,0.5,0.5,0.4,0.5,0.5,67,71
67da17023136e1e6940cb367,2025mxmo_qm39,8741,6170,3480,8741,6170,3480,1403,1480,1537,1403,1480,1537,10.38,18.89,26.48,10.38,18.89,26.48,2.04,3.44,4.81,2.04,3.44,4.81,5.73,14.17,20.05,5.73,14.17,20.05,2.61,1.28,1.62,2.61,1.28,1.62,3339,1990,1090,3339,1990,1090,0.35,0.5417,0.463,0.35,0.5417,0.463,71,115
67da17023136e1e6940cb368,2025mxmo_qm4,3158,6348,3526,3158,6348,3526,1580,1610,1495,1580,1610,1495,32.77,37.17,20.87,32.77,37.17,20.87,4.68,4.67,4.22,4.68,4.67,4.22,26.99,31.13,14.88,26.99,31.13,14.88,1.1,1.37,1.77,1.1,1.37,1.77,645,462,1714,645,462,1714,0.5,0.6613,0.6429,0.5,0.6613,0.6429,89,31
67da17023136e1e6940cb369,2025mxmo_qm40,3472,4635,6017,3472,4635,6017,1524,1700,1568,1524,1700,1568,24.73,51.02,31.07,24.73,51.02,31.07,5.61,11.88,5.63,5.61,11.88,5.63,16.9,29.92,17.97,16.9,29.92,17.97,2.23,9.21,7.47,2.23,9.21,7.47,1266,154,750,1266,154,750,0.4815,0.8387,0.5781,0.4815,0.8387,0.5781,73,71
67da17023136e1e6940cb36a,2025mxmo_qm41,6606,10580,3933,6606,10580,3933,1447,1369,1517,1447,1369,1517,15.1,6.85,23.72,15.1,6.85,23.72,3.13,2.28,3.71,3.13,2.28,3.71,9.6,3.41,19.04,9.6,3.41,19.04,2.38,1.16,0.97,2.38,1.16,0.97,2706,3584,1358,2706,3584,1358,0.24,0.5455,0.4138,0.24,0.5455,0.4138,41,115
67da17023136e1e6940cb36b,2025mxmo_qm42,10529,7725,7421,10529,7725,7421,1410,1371,1559,1410,1371,1559,11.07,7.03,29.72,11.07,7.03,29.72,1.34,4.81,5.62,1.34,4.81,5.62,7.9,3.41,22.6,7.9,3.41,22.6,1.83,-1.18,1.51,1.83,-1.18,1.51,3259,3573,829,3259,3573,829,0.35,0.3333,0.6538,0.35,0.3333,0.6538,33,23
67da17023136e1e6940cb36c,2025mxmo_qm43,4584,2283,5705,4584,2283,5705,1487,1585,1450,1487,1585,1450,19.74,33.45,15.41,19.74,33.45,15.41,3,6.2,3.11,3,6.2,3.11,14.98,23.08,10,14.98,23.08,10,1.76,4.17,2.3,1.76,4.17,2.3,1869,620,2662,1869,620,2662,0.5,0.5333,0.5455,0.5,0.5333,0.5455,61,46
67da17023136e1e6940cb36d,2025mxmo_qm44,5887,9282,4775,5887,9282,4775,1464,1401,1505,1464,1401,1505,16.99,10.16,22.11,16.99,10.16,22.11,3.76,1.75,3.25,3.76,1.75,3.25,11.21,7.65,18.03,11.21,7.65,18.03,2.01,0.75,0.83,2.01,0.75,0.83,2423,3367,1561,2423,3367,1561,0.52,0.2,0.5769,0.52,0.2,0.5769,19,48
67da17023136e1e6940cb36e,2025mxmo_qm45,10225,6647,4635,10225,6647,4635,1429,1623,1700,1429,1623,1700,13.06,39.07,51.02,13.06,39.07,51.02,2.75,3.52,11.88,2.75,3.52,11.88,8.85,34.94,29.92,8.85,34.94,29.92,1.47,0.62,9.21,1.47,0.62,9.21,3007,396,154,3007,396,154,0.35,0.625,0.8387,0.35,0.625,0.8387,103,57
67da17023136e1e6940cb36f,2025mxmo_qm46,4731,7102,3522,4731,7102,3522,1555,1572,1513,1555,1572,1513,29.16,31.53,23.24,29.16,31.53,23.24,3.61,4.13,2.66,3.61,4.13,2.66,25.61,25.89,19.52,25.61,25.89,19.52,-0.05,1.52,1.06,-0.05,1.52,1.06,865,719,1418,865,719,1418,0.4853,0.5556,0.4286,0.4853,0.5556,0.4286,68,107
67da17023136e1e6940cb370,2025mxmo_qm47,5959,9053,7421,5959,9053,7421,1525,1334,1559,1525,1334,1559,24.83,3.42,29.72,24.83,3.42,29.72,3.92,2.5,5.62,3.92,2.5,5.62,18.06,-0.06,22.6,18.06,-0.06,22.6,2.85,0.98,1.51,2.85,0.98,1.51,1252,3685,829,1252,3685,829,0.4286,0.4,0.6538,0.4286,0.4,0.6538,73,86
67da17023136e1e6940cb371,2025mxmo_qm48,7725,9065,3794,7725,9065,3794,1371,1347,1399,1371,1347,1399,7.03,4.66,9.9,7.03,4.66,9.9,4.81,3.08,2.45,4.81,3.08,2.45,3.41,0.16,5.65,3.41,0.16,5.65,-1.18,1.43,1.8,-1.18,1.43,1.8,3573,3665,3387,3573,3665,3387,0.3333,0.1,0.25,0.3333,0.1,0.25,15,31
67da17023136e1e6940cb372,2025mxmo_qm49,10580,10529,4584,10580,10529,4584,1369,1410,1487,1369,1410,1487,6.85,11.07,19.74,6.85,11.07,19.74,2.28,1.34,3,2.28,1.34,3,3.41,7.9,14.98,3.41,7.9,14.98,1.16,1.83,1.76,1.16,1.83,1.76,3584,3259,1869,3584,3259,1869,0.5455,0.35,0.5,0.5455,0.35,0.5,57,25
67da17023136e1e6940cb373,2025mxmo_qm5,8290,5932,10580,8290,5932,10580,1467,1376,1369,1467,1376,1369,17.42,7.54,6.85,17.42,7.54,6.85,3.5,3.22,2.28,3.5,3.22,2.28,11.19,3.38,3.41,11.19,3.38,3.41,2.74,0.94,1.16,2.74,0.94,1.16,2353,3554,3584,2353,3554,3584,0.6154,0.35,0.5455,0.6154,0.35,0.5455,57,47
67da17023136e1e6940cb374,2025mxmo_qm50,6170,6106,6017,6170,6106,6017,1480,1528,1568,1480,1528,1568,18.89,25.31,31.07,18.89,25.31,31.07,3.44,3.78,5.63,3.44,3.78,5.63,14.17,20.39,17.97,14.17,20.39,17.97,1.28,1.13,7.47,1.28,1.13,7.47,1990,1205,750,1990,1205,750,0.5417,0.5577,0.5781,0.5417,0.5577,0.5781,75,33
67da17023136e1e6940cb375,2025mxmo_qm51,4010,3472,7102,4010,3472,7102,1413,1524,1572,1413,1524,1572,11.4,24.73,31.53,11.4,24.73,31.53,4.4,5.61,4.13,4.4,5.61,4.13,5.98,16.9,25.89,5.98,16.9,25.89,1.01,2.23,1.52,1.01,2.23,1.52,3224,1266,719,3224,1266,719,0.5385,0.4815,0.5556,0.5385,0.4815,0.5556,81,51
67da17023136e1e6940cb376,2025mxmo_qm52,4977,4403,4731,4977,4403,4731,1471,1641,1555,1471,1641,1555,17.86,41.98,29.16,17.86,41.98,29.16,3.36,4.5,3.61,3.36,4.5,3.61,13.58,29.73,25.61,13.58,29.73,25.61,0.91,7.74,-0.05,0.91,7.74,-0.05,2273,321,865,2273,321,865,0.3864,0.8,0.4853,0.3864,0.8,0.4853,93,123
67da17023136e1e6940cb377,2025mxmo_qm53,7421,3933,6652,7421,3933,6652,1559,1517,1384,1559,1517,1384,29.72,23.72,8.39,29.72,23.72,8.39,5.62,3.71,0.8,5.62,3.71,0.8,22.6,19.04,7.09,22.6,19.04,7.09,1.51,0.97,0.5,1.51,0.97,0.5,829,1358,3506,829,1358,3506,0.6538,0.4138,0.2,0.6538,0.4138,0.2,100,78
67da17023136e1e6940cb378,2025mxmo_qm54,4584,8290,5887,4584,8290,5887,1487,1467,1464,1487,1467,1464,19.74,17.42,16.99,19.74,17.42,16.99,3,3.5,3.76,3,3.5,3.76,14.98,11.19,11.21,14.98,11.19,11.21,1.76,2.74,2.01,1.76,2.74,2.01,1869,2353,2423,1869,2353,2423,0.5,0.6154,0.52,0.5,0.6154,0.52,50,43
67da17023136e1e6940cb379,2025mxmo_qm55,9282,2283,6017,9282,2283,6017,1401,1585,1568,1401,1585,1568,10.16,33.45,31.07,10.16,33.45,31.07,1.75,6.2,5.63,1.75,6.2,5.63,7.65,23.08,17.97,7.65,23.08,17.97,0.75,4.17,7.47,0.75,4.17,7.47,3367,620,750,3367,620,750,0.2,0.5333,0.5781,0.2,0.5333,0.5781,98,115
67da17023136e1e6940cb37a,2025mxmo_qm56,8740,4635,5959,8740,4635,5959,1410,1700,1525,1410,1700,1525,11.09,51.02,24.83,11.09,51.02,24.83,1.92,11.88,3.92,1.92,11.88,3.92,6.86,29.92,18.06,6.86,29.92,18.06,2.3,9.21,2.85,2.3,9.21,2.85,3256,154,1252,3256,154,1252,0.5,0.8387,0.4286,0.5,0.8387,0.4286,94,27
67da17023136e1e6940cb37b,2025mxmo_qm57,6606,6170,7725,6606,6170,7725,1447,1480,1371,1447,1480,1371,15.1,18.89,7.03,15.1,18.89,7.03,3.13,3.44,4.81,3.13,3.44,4.81,9.6,14.17,3.41,9.6,14.17,3.41,2.38,1.28,-1.18,2.38,1.28,-1.18,2706,1990,3573,2706,1990,3573,0.24,0.5417,0.3333,0.24,0.5417,0.3333,36,79
67da17023136e1e6940cb37c,2025mxmo_qm58,4977,3158,5932,4977,3158,5932,1471,1580,1376,1471,1580,1376,17.86,32.77,7.54,17.86,32.77,7.54,3.36,4.68,3.22,3.36,4.68,3.22,13.58,26.99,3.38,13.58,26.99,3.38,0.91,1.1,0.94,0.91,1.1,0.94,2273,645,3554,2273,645,3554,0.3864,0.5,0.35,0.3864,0.5,0.35,58,58
67da17023136e1e6940cb37d,2025mxmo_qm59,4010,6647,10529,4010,6647,10529,1413,1623,1410,1413,1623,1410,11.4,39.07,11.07,11.4,39.07,11.07,4.4,3.52,1.34,4.4,3.52,1.34,5.98,34.94,7.9,5.98,34.94,7.9,1.01,0.62,1.83,1.01,0.62,1.83,3224,396,3259,3224,396,3259,0.5385,0.625,0.35,0.5385,0.625,0.35,38,64
67da17023136e1e6940cb37e,2025mxmo_qm6,6676,6606,3472,6676,6606,3472,1440,1447,1524,1440,1447,1524,14.27,15.1,24.73,14.27,15.1,24.73,1.82,3.13,5.61,1.82,3.13,5.61,11.08,9.6,16.9,11.08,9.6,16.9,1.37,2.38,2.23,1.37,2.38,2.23,2837,2706,1266,2837,2706,1266,0.4,0.24,0.4815,0.4,0.24,0.4815,29,30
67da17023136e1e6940cb37f,2025mxmo_qm60,9065,8290,3472,9065,8290,3472,1347,1467,1524,1347,1467,1524,4.66,17.42,24.73,4.66,17.42,24.73,3.08,3.5,5.61,3.08,3.5,5.61,0.16,11.19,16.9,0.16,11.19,16.9,1.43,2.74,2.23,1.43,2.74,2.23,3665,2353,1266,3665,2353,1266,0.1,0.6154,0.4815,0.1,0.6154,0.4815,62,76
67da17023136e1e6940cb380,2025mxmo_qm61,5887,6017,4731,5887,6017,4731,1464,1568,1555,1464,1568,1555,16.99,31.07,29.16,16.99,31.07,29.16,3.76,5.63,3.61,3.76,5.63,3.61,11.21,17.97,25.61,11.21,17.97,25.61,2.01,7.47,-0.05,2.01,7.47,-0.05,2423,750,865,2423,750,865,0.52,0.5781,0.4853,0.52,0.5781,0.4853,111,69
67da17023136e1e6940cb381,2025mxmo_qm62,10580,6676,5705,10580,6676,5705,1369,1440,1450,1369,1440,1450,6.85,14.27,15.41,6.85,14.27,15.41,2.28,1.82,3.11,2.28,1.82,3.11,3.41,11.08,10,3.41,11.08,10,1.16,1.37,2.3,1.16,1.37,2.3,3584,2837,2662,3584,2837,2662,0.5455,0.4,0.5455,0.5455,0.4,0.5455,72,76
67da17023136e1e6940cb382,2025mxmo_qm63,6348,6606,3794,6348,6606,3794,1610,1447,1399,1610,1447,1399,37.17,15.1,9.9,37.17,15.1,9.9,4.67,3.13,2.45,4.67,3.13,2.45,31.13,9.6,5.65,31.13,9.6,5.65,1.37,2.38,1.8,1.37,2.38,1.8,462,2706,3387,462,2706,3387,0.6613,0.24,0.25,0.6613,0.24,0.25,46,26
67da17023136e1e6940cb383,2025mxmo_qm64,7546,3527,9053,7546,3527,9053,1475,1449,1334,1475,1449,1334,18.32,15.34,3.42,18.32,15.34,3.42,2.43,3.3,2.5,2.43,3.3,2.5,13.93,11.08,-0.06,13.93,11.08,-0.06,1.96,0.96,0.98,1.96,0.96,0.98,2084,2669,3685,2084,2669,3685,0.5833,0.4,0.4,0.5833,0.4,0.4,54,45
67da17023136e1e6940cb384,2025mxmo_qm65,4775,4977,6170,4775,4977,6170,1505,1471,1480,1505,1471,1480,22.11,17.86,18.89,22.11,17.86,18.89,3.25,3.36,3.44,3.25,3.36,3.44,18.03,13.58,14.17,18.03,13.58,14.17,0.83,0.91,1.28,0.83,0.91,1.28,1561,2273,1990,1561,2273,1990,0.5769,0.3864,0.5417,0.5769,0.3864,0.5417,59,116
67da17023136e1e6940cb385,2025mxmo_qm66,10529,4403,3526,10529,4403,3526,1410,1641,1495,1410,1641,1495,11.07,41.98,20.87,11.07,41.98,20.87,1.34,4.5,4.22,1.34,4.5,4.22,7.9,29.73,14.88,7.9,29.73,14.88,1.83,7.74,1.77,1.83,7.74,1.77,3259,321,1714,3259,321,1714,0.35,0.8,0.6429,0.35,0.8,0.6429,105,67
67da17023136e1e6940cb386,2025mxmo_qm67,7421,4010,6106,7421,4010,6106,1559,1413,1528,1559,1413,1528,29.72,11.4,25.31,29.72,11.4,25.31,5.62,4.4,3.78,5.62,4.4,3.78,22.6,5.98,20.39,22.6,5.98,20.39,1.51,1.01,1.13,1.51,1.01,1.13,829,3224,1205,829,3224,1205,0.6538,0.5385,0.5577,0.6538,0.5385,0.5577,99,78
