_id,key,red3_team,red2_team,red1_team,blue3_team,blue2_team,blue1_team,red3_epa,red2_epa,red1_epa,blue3_epa,blue2_epa,blue1_epa,red3_total_points,red2_total_points,red1_total_points,blue3_total_points,blue2_total_points,blue1_total_points,red3_auto_points,red2_auto_points,red1_auto_points,blue3_auto_points,blue2_auto_points,blue1_auto_points,red3_teleop_points,red2_teleop_points,red1_teleop_points,blue3_teleop_points,blue2_teleop_points,blue1_teleop_points,red3_endgame_points,red2_endgame_points,red1_endgame_points,blue3_endgame_points,blue2_endgame_points,blue1_endgame_points,red3_rank,red2_rank,red1_rank,blue3_rank,blue2_rank,blue1_rank,red3_winrate,red2_winrate,red1_winrate,blue3_winrate,blue2_winrate,blue1_winrate,blue_score,red_score
67da170e3136e1e6940cc5fc,2025schar_sf11m1,4967,3489,281,4967,3489,281,1569,1439,1571,1569,1439,1571,31.2,14.23,31.5,31.2,14.23,31.5,5.73,4.21,5.17,5.73,4.21,5.17,24.08,9.34,24.7,24.08,9.34,24.7,1.39,0.68,1.63,1.39,0.68,1.63,743,2844,722,743,2844,722,0.7222,0.2222,0.6667,0.7222,0.2222,0.6667,112,151
67da170e3136e1e6940cc5fd,2025schar_sf12m1,342,6167,3490,342,6167,3490,1514,1511,1525,1514,1511,1525,23.39,22.9,24.86,23.39,22.9,24.86,2.23,3.84,4.22,2.23,3.84,4.22,19.54,13.63,14.15,19.54,13.63,14.15,1.62,5.43,6.49,1.62,5.43,6.49,1401,1459,1246,1401,1459,1246,0.6471,0.4118,0.4706,0.6471,0.4118,0.4706,124,113
67da170e3136e1e6940cc5fe,2025schar_sf13m1,342,6167,3490,342,6167,3490,1514,1511,1525,1514,1511,1525,23.39,22.9,24.86,23.39,22.9,24.86,2.23,3.84,4.22,2.23,3.84,4.22,19.54,13.63,14.15,19.54,13.63,14.15,1.62,5.43,6.49,1.62,5.43,6.49,1401,1459,1246,1401,1459,1246,0.6471,0.4118,0.4706,0.6471,0.4118,0.4706,79,94
67da170e3136e1e6940cc5ff,2025schar_sf1m1,6366,1758,4533,6366,1758,4533,1429,1423,1485,1429,1423,1485,13.13,12.39,19.6,13.13,12.39,19.6,4.21,1.54,3.74,4.21,1.54,3.74,6.66,9.42,12.66,6.66,9.42,12.66,2.25,1.43,3.2,2.25,1.43,3.2,2996,3093,1885,2996,3093,1885,0.4,0.6,0.3333,0.4,0.6,0.3333,55,82
67da170e3136e1e6940cc600,2025schar_sf2m1,10367,5130,1319,10367,5130,1319,1503,1476,1383,1503,1476,1383,21.81,18.44,8.23,21.81,18.44,8.23,5.05,4.4,3.45,5.05,4.4,3.45,14.2,12.19,5.14,14.2,12.19,5.14,2.55,1.85,-0.36,2.55,1.85,-0.36,1594,2067,3520,1594,2067,3520,0.5,0.3571,0.2143,0.5,0.3571,0.2143,52,73
67da170e3136e1e6940cc601,2025schar_sf3m1,342,6167,3490,342,6167,3490,1514,1511,1525,1514,1511,1525,23.39,22.9,24.86,23.39,22.9,24.86,2.23,3.84,4.22,2.23,3.84,4.22,19.54,13.63,14.15,19.54,13.63,14.15,1.62,5.43,6.49,1.62,5.43,6.49,1401,1459,1246,1401,1459,1246,0.6471,0.4118,0.4706,0.6471,0.4118,0.4706,80,85
67da170e3136e1e6940cc602,2025schar_sf4m1,9571,2815,1051,9571,2815,1051,1460,1500,1485,1460,1500,1485,16.54,21.47,19.57,16.54,21.47,19.57,4.25,6.31,5.42,4.25,6.31,5.42,10.91,13.58,11.49,10.91,13.58,11.49,1.38,1.57,2.67,1.38,1.57,2.67,2500,1636,1891,2500,1636,1891,0.5714,0.4286,0.4286,0.5714,0.4286,0.4286,66,107
67da170e3136e1e6940cc603,2025schar_sf5m1,10367,5130,1319,10367,5130,1319,1503,1476,1383,1503,1476,1383,21.81,18.44,8.23,21.81,18.44,8.23,5.05,4.4,3.45,5.05,4.4,3.45,14.2,12.19,5.14,14.2,12.19,5.14,2.55,1.85,-0.36,2.55,1.85,-0.36,1594,2067,3520,1594,2067,3520,0.5,0.3571,0.2143,0.5,0.3571,0.2143,66,71
67da170e3136e1e6940cc604,2025schar_sf6m1,9571,2815,1051,9571,2815,1051,1460,1500,1485,1460,1500,1485,16.54,21.47,19.57,16.54,21.47,19.57,4.25,6.31,5.42,4.25,6.31,5.42,10.91,13.58,11.49,10.91,13.58,11.49,1.38,1.57,2.67,1.38,1.57,2.67,2500,1636,1891,2500,1636,1891,0.5714,0.4286,0.4286,0.5714,0.4286,0.4286,95,142
67da170e3136e1e6940cc605,2025schar_sf7m1,4864,10591,1102,4864,10591,1102,1460,1384,1510,1460,1384,1510,16.57,8.34,22.76,16.57,8.34,22.76,5.28,4.09,2.86,5.28,4.09,2.86,11.38,2.05,19.04,11.38,2.05,19.04,-0.09,2.2,0.86,-0.09,2.2,0.86,2489,3512,1472,2489,3512,1472,0.6,0.2667,0.6,0.6,0.2667,0.6,37,114
67da170e3136e1e6940cc606,2025schar_sf8m1,4967,3489,281,4967,3489,281,1569,1439,1571,1569,1439,1571,31.2,14.23,31.5,31.2,14.23,31.5,5.73,4.21,5.17,5.73,4.21,5.17,24.08,9.34,24.7,24.08,9.34,24.7,1.39,0.68,1.63,1.39,0.68,1.63,743,2844,722,743,2844,722,0.7222,0.2222,0.6667,0.7222,0.2222,0.6667,86,86
67da170e3136e1e6940cc607,2025schar_sf9m1,342,6167,3490,342,6167,3490,1514,1511,1525,1514,1511,1525,23.39,22.9,24.86,23.39,22.9,24.86,2.23,3.84,4.22,2.23,3.84,4.22,19.54,13.63,14.15,19.54,13.63,14.15,1.62,5.43,6.49,1.62,5.43,6.49,1401,1459,1246,1401,1459,1246,0.6471,0.4118,0.4706,0.6471,0.4118,0.4706,105,71
67da170e3136e1e6940cc608,2025tuak_f1m1,6436,8777,9029,6436,8777,9029,1574,1455,1562,1574,1455,1562,31.99,15.98,30.21,31.99,15.98,30.21,10.61,3.52,8.78,10.61,3.52,8.78,18.38,9.28,19.95,18.38,9.28,19.95,2.99,3.19,1.48,2.99,3.19,1.48,692,2581,807,692,2581,807,0.7222,0.5556,0.8333,0.7222,0.5556,0.8333,84,67
67da170e3136e1e6940cc609,2025tuak_f1m2,6436,8777,9029,6436,8777,9029,1574,1455,1562,1574,1455,1562,31.99,15.98,30.21,31.99,15.98,30.21,10.61,3.52,8.78,10.61,3.52,8.78,18.38,9.28,19.95,18.38,9.28,19.95,2.99,3.19,1.48,2.99,3.19,1.48,692,2581,807,692,2581,807,0.7222,0.5556,0.8333,0.7222,0.5556,0.8333,89,51
67da170e3136e1e6940cc60a,2025tuak_qm1,8220,8777,9479,8220,8777,9479,1444,1455,1437,1444,1455,1437,14.68,15.98,13.97,14.68,15.98,13.97,2.31,3.52,4.72,2.31,3.52,4.72,11.59,9.28,8.42,11.59,9.28,8.42,0.78,3.19,0.84,0.78,3.19,0.84,2772,2581,2883,2772,2581,2883,0.4667,0.5556,0.4286,0.4667,0.5556,0.4286,36,17
67da170e3136e1e6940cc60b,2025tuak_qm10,8780,7466,8777,8780,7466,8777,1336,1381,1455,1336,1381,1455,3.62,8.05,15.98,3.62,8.05,15.98,2.14,2.89,3.52,2.14,2.89,3.52,0.04,3.2,9.28,0.04,3.2,9.28,1.44,1.96,3.19,1.44,1.96,3.19,3682,3531,2581,3682,3531,2581,0.25,0.3333,0.5556,0.25,0.3333,0.5556,21,22
67da170e3136e1e6940cc60c,2025tuak_qm11,10204,8173,10470,10204,8173,10470,1391,1432,1463,1391,1432,1463,9.15,13.45,16.93,9.15,13.45,16.93,1.78,2.99,3.19,1.78,2.99,3.19,6.03,9.53,11.79,6.03,9.53,11.79,1.35,0.93,1.94,1.35,0.93,1.94,3447,2953,2440,3447,2953,2440,0.125,0.56,0.3667,0.125,0.56,0.3667,33,86
67da170e3136e1e6940cc60d,2025tuak_qm12,8220,9447,10478,8220,9447,10478,1444,1408,1416,1444,1408,1416,14.68,10.85,11.65,14.68,10.85,11.65,2.31,4.4,3.2,2.31,4.4,3.2,11.59,4.79,6.01,11.59,4.79,6.01,0.78,1.66,2.44,0.78,1.66,2.44,2772,3292,3192,2772,3292,3192,0.4667,0.2917,0.4167,0.4667,0.2917,0.4167,42,49
67da170e3136e1e6940cc60e,2025tuak_qm13,6989,8862,8828,6989,8862,8828,1511,1374,1420,1511,1374,1420,23,7.33,12.1,23,7.33,12.1,4.47,2.92,3.86,4.47,2.92,3.86,15.13,3.19,5.8,15.13,3.19,5.8,3.4,1.22,2.44,3.4,1.22,2.44,1459,3562,3134,1459,3562,3134,0.6071,0.4583,0.4286,0.6071,0.4583,0.4286,49,21
67da170e3136e1e6940cc60f,2025tuak_qm14,6436,8173,9159,6436,8173,9159,1574,1432,1441,1574,1432,1441,31.99,13.45,14.45,31.99,13.45,14.45,10.61,2.99,4.63,10.61,2.99,4.63,18.38,9.53,7.2,18.38,9.53,7.2,2.99,0.93,2.61,2.99,0.93,2.61,692,2953,2814,692,2953,2814,0.7222,0.56,0.4333,0.7222,0.56,0.4333,73,73
67da170e3136e1e6940cc610,2025tuak_qm15,9029,10142,8780,9029,10142,8780,1562,1449,1336,1562,1449,1336,30.21,15.27,3.62,30.21,15.27,3.62,8.78,3.4,2.14,8.78,3.4,2.14,19.95,10.68,0.04,19.95,10.68,0.04,1.48,1.19,1.44,1.48,1.19,1.44,807,2678,3682,807,2678,3682,0.8333,0.6563,0.25,0.8333,0.6563,0.25,81,25
67da170e3136e1e6940cc611,2025tuak_qm16,9024,8777,8561,9024,8777,8561,1576,1455,1452,1576,1455,1452,32.28,15.98,15.63,32.28,15.98,15.63,4.59,3.52,3.95,4.59,3.52,3.95,25.53,9.28,9.73,25.53,9.28,9.73,2.16,3.19,1.95,2.16,3.19,1.95,675,2581,2629,675,2581,2629,0.6471,0.5556,0.5667,0.6471,0.5556,0.5667,67,74
67da170e3136e1e6940cc612,2025tuak_qm17,10058,10204,8220,10058,10204,8220,1397,1391,1444,1397,1391,1444,9.73,9.15,14.68,9.73,9.15,14.68,3.08,1.78,2.31,3.08,1.78,2.31,4.55,6.03,11.59,4.55,6.03,11.59,2.11,1.35,0.78,2.11,1.35,0.78,3407,3447,2772,3407,3447,2772,0.2917,0.125,0.4667,0.2917,0.125,0.4667,26,54
67da170e3136e1e6940cc613,2025tuak_qm18,10090,9479,8828,10090,9479,8828,1389,1437,1420,1389,1437,1420,8.86,13.97,12.1,8.86,13.97,12.1,2.83,4.72,3.86,2.83,4.72,3.86,4.45,8.42,5.8,4.45,8.42,5.8,1.58,0.84,2.44,1.58,0.84,2.44,3471,2883,3134,3471,2883,3134,0.375,0.4286,0.4286,0.375,0.4286,0.4286,21,47
67da170e3136e1e6940cc614,2025tuak_qm19,10470,8561,10478,10470,8561,10478,1463,1452,1416,1463,1452,1416,16.93,15.63,11.65,16.93,15.63,11.65,3.19,3.95,3.2,3.19,3.95,3.2,11.79,9.73,6.01,11.79,9.73,6.01,1.94,1.95,2.44,1.94,1.95,2.44,2440,2629,3192,2440,2629,3192,0.3667,0.5667,0.4167,0.3667,0.5667,0.4167,53,98
67da170e3136e1e6940cc615,2025tuak_qm2,10142,8862,9233,10142,8862,9233,1449,1374,1574,1449,1374,1574,15.27,7.33,31.89,15.27,7.33,31.89,3.4,2.92,4.35,3.4,2.92,4.35,10.68,3.19,26.93,10.68,3.19,26.93,1.19,1.22,0.62,1.19,1.22,0.62,2678,3562,698,2678,3562,698,0.6563,0.4583,0.7333,0.6563,0.4583,0.7333,61,60
67da170e3136e1e6940cc616,2025tuak_qm20,8058,9159,10142,8058,9159,10142,1418,1441,1449,1418,1441,1449,11.91,14.45,15.27,11.91,14.45,15.27,2.79,4.63,3.4,2.79,4.63,3.4,7.52,7.2,10.68,7.52,7.2,10.68,1.6,2.61,1.19,1.6,2.61,1.19,3159,2814,2678,3159,2814,2678,0.4074,0.4333,0.6563,0.4074,0.4333,0.6563,38,37
67da170e3136e1e6940cc617,2025tuak_qm21,9479,6430,9447,9479,6430,9447,1437,1420,1408,1437,1420,1408,13.97,12.11,10.85,13.97,12.11,10.85,4.72,3.93,4.4,4.72,3.93,4.4,8.42,6.11,4.79,8.42,6.11,4.79,0.84,2.07,1.66,0.84,2.07,1.66,2883,3133,3292,2883,3133,3292,0.4286,0.3214,0.2917,0.4286,0.3214,0.2917,46,83
67da170e3136e1e6940cc618,2025tuak_qm22,7466,8042,9583,7466,8042,9583,1381,1443,1449,1381,1443,1449,8.05,14.58,15.3,8.05,14.58,15.3,2.89,3.56,3.37,2.89,3.56,3.37,3.2,9.05,10.42,3.2,9.05,10.42,1.96,1.96,1.51,1.96,1.96,1.51,3531,2791,2674,3531,2791,2674,0.3333,0.5,0.5429,0.3333,0.5,0.5429,55,80
67da170e3136e1e6940cc619,2025tuak_qm23,8777,10058,9467,8777,10058,9467,1455,1397,1341,1455,1397,1341,15.98,9.73,4.06,15.98,9.73,4.06,3.52,3.08,2.22,3.52,3.08,2.22,9.28,4.55,0.51,9.28,4.55,0.51,3.19,2.11,1.33,3.19,2.11,1.33,2581,3407,3674,2581,3407,3674,0.5556,0.2917,0.4167,0.5556,0.2917,0.4167,26,42
67da170e3136e1e6940cc61a,2025tuak_qm24,10472,10247,8173,10472,10247,8173,1400,1376,1432,1400,1376,1432,9.98,7.58,13.45,9.98,7.58,13.45,3.16,5.13,2.99,3.16,5.13,2.99,5.68,1.13,9.53,5.68,1.13,9.53,1.14,1.31,0.93,1.14,1.31,0.93,3379,3551,2953,3379,3551,2953,0.5,0.4286,0.56,0.5,0.4286,0.56,32,10
67da170e3136e1e6940cc61b,2025tuak_qm25,6989,9479,10216,6989,9479,10216,1511,1437,1465,1511,1437,1465,23,13.97,17.08,23,13.97,17.08,4.47,4.72,4.41,4.47,4.72,4.41,15.13,8.42,9.65,15.13,8.42,9.65,3.4,0.84,3.01,3.4,0.84,3.01,1459,2883,2411,1459,2883,2411,0.6071,0.4286,0.5667,0.6071,0.4286,0.5667,55,77
67da170e3136e1e6940cc61c,2025tuak_qm26,10470,9233,9028,10470,9233,9028,1463,1574,1464,1463,1574,1464,16.93,31.89,17.04,16.93,31.89,17.04,3.19,4.35,1.21,3.19,4.35,1.21,11.79,26.93,15.34,11.79,26.93,15.34,1.94,0.62,0.49,1.94,0.62,0.49,2440,698,2416,2440,698,2416,0.3667,0.7333,0.3571,0.3667,0.7333,0.3571,81,107
67da170e3136e1e6940cc61d,2025tuak_qm27,8828,10472,10058,8828,10472,10058,1420,1400,1397,1420,1400,1397,12.1,9.98,9.73,12.1,9.98,9.73,3.86,3.16,3.08,3.86,3.16,3.08,5.8,5.68,4.55,5.8,5.68,4.55,2.44,1.14,2.11,2.44,1.14,2.11,3134,3379,3407,3134,3379,3407,0.4286,0.5,0.2917,0.4286,0.5,0.2917,33,50
67da170e3136e1e6940cc61e,2025tuak_qm28,8795,7466,6430,8795,7466,6430,1366,1381,1420,1366,1381,1420,6.59,8.05,12.11,6.59,8.05,12.11,3.84,2.89,3.93,3.84,2.89,3.93,0.87,3.2,6.11,0.87,3.2,6.11,1.88,1.96,2.07,1.88,1.96,2.07,3593,3531,3133,3593,3531,3133,0.375,0.3333,0.3214,0.375,0.3333,0.3214,18,70
67da170e3136e1e6940cc61f,2025tuak_qm29,8780,8058,10204,8780,8058,10204,1336,1418,1391,1336,1418,1391,3.62,11.91,9.15,3.62,11.91,9.15,2.14,2.79,1.78,2.14,2.79,1.78,0.04,7.52,6.03,0.04,7.52,6.03,1.44,1.6,1.35,1.44,1.6,1.35,3682,3159,3447,3682,3159,3447,0.25,0.4074,0.125,0.25,0.4074,0.125,53,66
67da170e3136e1e6940cc620,2025tuak_qm3,8054,8042,9024,8054,8042,9024,1497,1443,1576,1497,1443,1576,21.02,14.58,32.28,21.02,14.58,32.28,2.69,3.56,4.59,2.69,3.56,4.59,16.51,9.05,25.53,16.51,9.05,25.53,1.82,1.96,2.16,1.82,1.96,2.16,1686,2791,675,1686,2791,675,0.6154,0.5,0.6471,0.6154,0.5,0.6471,78,47
67da170e3136e1e6940cc621,2025tuak_qm30,9583,10472,8777,9583,10472,8777,1449,1400,1455,1449,1400,1455,15.3,9.98,15.98,15.3,9.98,15.98,3.37,3.16,3.52,3.37,3.16,3.52,10.42,5.68,9.28,10.42,5.68,9.28,1.51,1.14,3.19,1.51,1.14,3.19,2674,3379,2581,2674,3379,2581,0.5429,0.5,0.5556,0.5429,0.5,0.5556,26,39
67da170e3136e1e6940cc622,2025tuak_qm31,8220,9467,10247,8220,9467,10247,1444,1341,1376,1444,1341,1376,14.68,4.06,7.58,14.68,4.06,7.58,2.31,2.22,5.13,2.31,2.22,5.13,11.59,0.51,1.13,11.59,0.51,1.13,0.78,1.33,1.31,0.78,1.33,1.31,2772,3674,3551,2772,3674,3551,0.4667,0.4167,0.4286,0.4667,0.4167,0.4286,43,83
67da170e3136e1e6940cc623,2025tuak_qm32,10216,6430,8780,10216,6430,8780,1465,1420,1336,1465,1420,1336,17.08,12.11,3.62,17.08,12.11,3.62,4.41,3.93,2.14,4.41,3.93,2.14,9.65,6.11,0.04,9.65,6.11,0.04,3.01,2.07,1.44,3.01,2.07,1.44,2411,3133,3682,2411,3133,3682,0.5667,0.3214,0.25,0.5667,0.3214,0.25,39,27
67da170e3136e1e6940cc624,2025tuak_qm33,8058,9583,8054,8058,9583,8054,1418,1449,1497,1418,1449,1497,11.91,15.3,21.02,11.91,15.3,21.02,2.79,3.37,2.69,2.79,3.37,2.69,7.52,10.42,16.51,7.52,10.42,16.51,1.6,1.51,1.82,1.6,1.51,1.82,3159,2674,1686,3159,2674,1686,0.4074,0.5429,0.6154,0.4074,0.5429,0.6154,58,41
67da170e3136e1e6940cc625,2025tuak_qm34,10090,9233,10204,10090,9233,10204,1389,1574,1391,1389,1574,1391,8.86,31.89,9.15,8.86,31.89,9.15,2.83,4.35,1.78,2.83,4.35,1.78,4.45,26.93,6.03,4.45,26.93,6.03,1.58,0.62,1.35,1.58,0.62,1.35,3471,698,3447,3471,698,3447,0.375,0.7333,0.125,0.375,0.7333,0.125,58,98
67da170e3136e1e6940cc626,2025tuak_qm35,10142,10478,8557,10142,10478,8557,1449,1416,1539,1449,1416,1539,15.27,11.65,26.81,15.27,11.65,26.81,3.4,3.2,4.36,3.4,3.2,4.36,10.68,6.01,15.61,10.68,6.01,15.61,1.19,2.44,6.84,1.19,2.44,6.84,2678,3192,1052,2678,3192,1052,0.6563,0.4167,0.5357,0.6563,0.4167,0.5357,62,53
67da170e3136e1e6940cc627,2025tuak_qm36,8862,9028,8561,8862,9028,8561,1374,1464,1452,1374,1464,1452,7.33,17.04,15.63,7.33,17.04,15.63,2.92,1.21,3.95,2.92,1.21,3.95,3.19,15.34,9.73,3.19,15.34,9.73,1.22,0.49,1.95,1.22,0.49,1.95,3562,2416,2629,3562,2416,2629,0.4583,0.3571,0.5667,0.4583,0.3571,0.5667,42,32
67da170e3136e1e6940cc628,2025tuak_qm37,8058,8795,10247,8058,8795,10247,1418,1366,1376,1418,1366,1376,11.91,6.59,7.58,11.91,6.59,7.58,2.79,3.84,5.13,2.79,3.84,5.13,7.52,0.87,1.13,7.52,0.87,1.13,1.6,1.88,1.31,1.6,1.88,1.31,3159,3593,3551,3159,3593,3551,0.4074,0.375,0.4286,0.4074,0.375,0.4286,22,31
67da170e3136e1e6940cc629,2025tuak_qm38,8777,6989,10090,8777,6989,10090,1455,1511,1389,1455,1511,1389,15.98,23,8.86,15.98,23,8.86,3.52,4.47,2.83,3.52,4.47,2.83,9.28,15.13,4.45,9.28,15.13,4.45,3.19,3.4,1.58,3.19,3.4,1.58,2581,1459,3471,2581,1459,3471,0.5556,0.6071,0.375,0.5556,0.6071,0.375,48,44
67da170e3136e1e6940cc62a,2025tuak_qm39,9159,9024,6430,9159,9024,6430,1441,1576,1420,1441,1576,1420,14.45,32.28,12.11,14.45,32.28,12.11,4.63,4.59,3.93,4.63,4.59,3.93,7.2,25.53,6.11,7.2,25.53,6.11,2.61,2.16,2.07,2.61,2.16,2.07,2814,675,3133,2814,675,3133,0.4333,0.6471,0.3214,0.4333,0.6471,0.3214,54,65
67da170e3136e1e6940cc62b,2025tuak_qm4,8561,8795,8557,8561,8795,8557,1452,1366,1539,1452,1366,1539,15.63,6.59,26.81,15.63,6.59,26.81,3.95,3.84,4.36,3.95,3.84,4.36,9.73,0.87,15.61,9.73,0.87,15.61,1.95,1.88,6.84,1.95,1.88,6.84,2629,3593,1052,2629,3593,1052,0.5667,0.375,0.5357,0.5667,0.375,0.5357,48,14
67da170e3136e1e6940cc62c,2025tuak_qm40,10058,10042,10142,10058,10042,10142,1397,1428,1449,1397,1428,1449,9.73,12.95,15.27,9.73,12.95,15.27,3.08,2.46,3.4,3.08,2.46,3.4,4.55,8.6,10.68,4.55,8.6,10.68,2.11,1.89,1.19,2.11,1.89,1.19,3407,3019,2678,3407,3019,2678,0.2917,0.5588,0.6563,0.2917,0.5588,0.6563,22,59
67da170e3136e1e6940cc62d,2025tuak_qm41,10247,7466,10216,10247,7466,10216,1376,1381,1465,1376,1381,1465,7.58,8.05,17.08,7.58,8.05,17.08,5.13,2.89,4.41,5.13,2.89,4.41,1.13,3.2,9.65,1.13,3.2,9.65,1.31,1.96,3.01,1.31,1.96,3.01,3551,3531,2411,3551,3531,2411,0.4286,0.3333,0.5667,0.4286,0.3333,0.5667,35,25
67da170e3136e1e6940cc62e,2025tuak_qm42,9467,9029,10090,9467,9029,10090,1341,1562,1389,1341,1562,1389,4.06,30.21,8.86,4.06,30.21,8.86,2.22,8.78,2.83,2.22,8.78,2.83,0.51,19.95,4.45,0.51,19.95,4.45,1.33,1.48,1.58,1.33,1.48,1.58,3674,807,3471,3674,807,3471,0.4167,0.8333,0.375,0.4167,0.8333,0.375,26,117
67da170e3136e1e6940cc62f,2025tuak_qm43,10058,6436,8557,10058,6436,8557,1397,1574,1539,1397,1574,1539,9.73,31.99,26.81,9.73,31.99,26.81,3.08,10.61,4.36,3.08,10.61,4.36,4.55,18.38,15.61,4.55,18.38,15.61,2.11,2.99,6.84,2.11,2.99,6.84,3407,692,1052,3407,692,1052,0.2917,0.7222,0.5357,0.2917,0.7222,0.5357,64,64
67da170e3136e1e6940cc630,2025tuak_qm44,10216,9159,9028,10216,9159,9028,1465,1441,1464,1465,1441,1464,17.08,14.45,17.04,17.08,14.45,17.04,4.41,4.63,1.21,4.41,4.63,1.21,9.65,7.2,15.34,9.65,7.2,15.34,3.01,2.61,0.49,3.01,2.61,0.49,2411,2814,2416,2411,2814,2416,0.5667,0.4333,0.3571,0.5667,0.4333,0.3571,55,97
67da170e3136e1e6940cc631,2025tuak_qm45,9447,8042,8862,9447,8042,8862,1408,1443,1374,1408,1443,1374,10.85,14.58,7.33,10.85,14.58,7.33,4.4,3.56,2.92,4.4,3.56,2.92,4.79,9.05,3.19,4.79,9.05,3.19,1.66,1.96,1.22,1.66,1.96,1.22,3292,2791,3562,3292,2791,3562,0.2917,0.5,0.4583,0.2917,0.5,0.4583,12,53
67da170e3136e1e6940cc632,2025tuak_qm46,8054,10142,6989,8054,10142,6989,1497,1449,1511,1497,1449,1511,21.02,15.27,23,21.02,15.27,23,2.69,3.4,4.47,2.69,3.4,4.47,16.51,10.68,15.13,16.51,10.68,15.13,1.82,1.19,3.4,1.82,1.19,3.4,1686,2678,1459,1686,2678,1459,0.6154,0.6563,0.6071,0.6154,0.6563,0.6071,116,35
67da170e3136e1e6940cc633,2025tuak_qm47,9479,10470,7466,9479,10470,7466,1437,1463,1381,1437,1463,1381,13.97,16.93,8.05,13.97,16.93,8.05,4.72,3.19,2.89,4.72,3.19,2.89,8.42,11.79,3.2,8.42,11.79,3.2,0.84,1.94,1.96,0.84,1.94,1.96,2883,2440,3531,2883,2440,3531,0.4286,0.3667,0.3333,0.4286,0.3667,0.3333,41,56
67da170e3136e1e6940cc634,2025tuak_qm48,9024,10247,6436,9024,10247,6436,1576,1376,1574,1576,1376,1574,32.28,7.58,31.99,32.28,7.58,31.99,4.59,5.13,10.61,4.59,5.13,10.61,25.53,1.13,18.38,25.53,1.13,18.38,2.16,1.31,2.99,2.16,1.31,2.99,675,3551,692,675,3551,692,0.6471,0.4286,0.7222,0.6471,0.4286,0.7222,61,34
67da170e3136e1e6940cc635,2025tuak_qm49,10090,9447,8561,10090,9447,8561,1389,1408,1452,1389,1408,1452,8.86,10.85,15.63,8.86,10.85,15.63,2.83,4.4,3.95,2.83,4.4,3.95,4.45,4.79,9.73,4.45,4.79,9.73,1.58,1.66,1.95,1.58,1.66,1.95,3471,3292,2629,3471,3292,2629,0.375,0.2917,0.5667,0.375,0.2917,0.5667,57,57
67da170e3136e1e6940cc636,2025tuak_qm5,8828,10042,10216,8828,10042,10216,1420,1428,1465,1420,1428,1465,12.1,12.95,17.08,12.1,12.95,17.08,3.86,2.46,4.41,3.86,2.46,4.41,5.8,8.6,9.65,5.8,8.6,9.65,2.44,1.89,3.01,2.44,1.89,3.01,3134,3019,2411,3134,3019,2411,0.4286,0.5588,0.5667,0.4286,0.5588,0.5667,25,7
67da170e3136e1e6940cc637,2025tuak_qm50,8795,9467,9028,8795,9467,9028,1366,1341,1464,1366,1341,1464,6.59,4.06,17.04,6.59,4.06,17.04,3.84,2.22,1.21,3.84,2.22,1.21,0.87,0.51,15.34,0.87,0.51,15.34,1.88,1.33,0.49,1.88,1.33,0.49,3593,3674,2416,3593,3674,2416,0.375,0.4167,0.3571,0.375,0.4167,0.3571,24,54
67da170e3136e1e6940cc638,2025tuak_qm51,10204,8054,10042,10204,8054,10042,1391,1497,1428,1391,1497,1428,9.15,21.02,12.95,9.15,21.02,12.95,1.78,2.69,2.46,1.78,2.69,2.46,6.03,16.51,8.6,6.03,16.51,8.6,1.35,1.82,1.89,1.35,1.82,1.89,3447,1686,3019,3447,1686,3019,0.125,0.6154,0.5588,0.125,0.6154,0.5588,39,39
67da170e3136e1e6940cc639,2025tuak_qm52,8780,8042,8557,8780,8042,8557,1336,1443,1539,1336,1443,1539,3.62,14.58,26.81,3.62,14.58,26.81,2.14,3.56,4.36,2.14,3.56,4.36,0.04,9.05,15.61,0.04,9.05,15.61,1.44,1.96,6.84,1.44,1.96,6.84,3682,2791,1052,3682,2791,1052,0.25,0.5,0.5357,0.25,0.5,0.5357,29,106
67da170e3136e1e6940cc63a,2025tuak_qm53,9028,10478,9583,9028,10478,9583,1464,1416,1449,1464,1416,1449,17.04,11.65,15.3,17.04,11.65,15.3,1.21,3.2,3.37,1.21,3.2,3.37,15.34,6.01,10.42,15.34,6.01,10.42,0.49,2.44,1.51,0.49,2.44,1.51,2416,3192,2674,2416,3192,2674,0.3571,0.4167,0.5429,0.3571,0.4167,0.5429,55,56
67da170e3136e1e6940cc63b,2025tuak_qm54,8054,8561,10472,8054,8561,10472,1497,1452,1400,1497,1452,1400,21.02,15.63,9.98,21.02,15.63,9.98,2.69,3.95,3.16,2.69,3.95,3.16,16.51,9.73,5.68,16.51,9.73,5.68,1.82,1.95,1.14,1.82,1.95,1.14,1686,2629,3379,1686,2629,3379,0.6154,0.5667,0.5,0.6154,0.5667,0.5,60,49
67da170e3136e1e6940cc63c,2025tuak_qm55,10216,8220,6436,10216,8220,6436,1465,1444,1574,1465,1444,1574,17.08,14.68,31.99,17.08,14.68,31.99,4.41,2.31,10.61,4.41,2.31,10.61,9.65,11.59,18.38,9.65,11.59,18.38,3.01,0.78,2.99,3.01,0.78,2.99,2411,2772,692,2411,2772,692,0.5667,0.4667,0.7222,0.5667,0.4667,0.7222,42,54
