red3_epa,red2_epa,red1_epa,blue3_epa,blue2_epa,blue1_epa,red3_total_points,red2_total_points,red1_total_points,blue3_total_points,blue2_total_points,blue1_total_points,red3_auto_points,red2_auto_points,red1_auto_points,blue3_auto_points,blue2_auto_points,blue1_auto_points,red3_teleop_points,red2_teleop_points,red1_teleop_points,blue3_teleop_points,blue2_teleop_points,blue1_teleop_points,red3_endgame_points,red2_endgame_points,red1_endgame_points,blue3_endgame_points,blue2_endgame_points,blue1_endgame_points,red3_rank,red2_rank,red1_rank,blue3_rank,blue2_rank,blue1_rank,red3_winrate,red2_winrate,red1_winrate,blue3_winrate,blue2_winrate,blue1_winrate,blue_score,red_score
1528,1623,1513,1528,1623,1513,25.31,39.07,23.24,25.31,39.07,23.24,3.78,3.52,2.66,3.78,3.52,2.66,20.39,34.94,19.52,20.39,34.94,19.52,1.13,0.62,1.06,1.13,0.62,1.06,1205,396,1418,1205,396,1418,0.5577,0.625,0.4286,0.5577,0.625,0.4286,68,107
1517,1525,1495,1517,1525,1495,23.72,24.83,20.87,23.72,24.83,20.87,3.71,3.92,4.22,3.71,3.92,4.22,19.04,18.06,14.88,19.04,18.06,14.88,0.97,2.85,1.77,0.97,2.85,1.77,1358,1252,1714,1358,1252,1714,0.4138,0.4286,0.6429,0.4138,0.4286,0.6429,93,148
1610,1555,1568,1610,1555,1568,37.17,29.16,31.07,37.17,29.16,31.07,4.67,3.61,5.63,4.67,3.61,5.63,31.13,25.61,17.97,31.13,25.61,17.97,1.37,-0.05,7.47,1.37,-0.05,7.47,462,865,750,462,865,750,0.6613,0.4853,0.5781,0.6613,0.4853,0.5781,136,93
1480,1572,1585,1480,1572,1585,18.89,31.53,33.45,18.89,31.53,33.45,3.44,4.13,6.2,3.44,4.13,6.2,14.17,25.89,23.08,14.17,25.89,23.08,1.28,1.52,4.17,1.28,1.52,4.17,1990,719,620,1990,719,620,0.5417,0.5556,0.5333,0.5417,0.5556,0.5333,87,133
1559,1537,1413,1559,1537,1413,29.72,26.48,11.4,29.72,26.48,11.4,5.62,4.81,4.4,5.62,4.81,4.4,22.6,20.05,5.98,22.6,20.05,5.98,1.51,1.62,1.01,1.51,1.62,1.01,829,1090,3224,829,1090,3224,0.6538,0.463,0.5385,0.6538,0.463,0.5385,52,52
1524,1450,1475,1524,1450,1475,24.73,15.41,18.32,24.73,15.41,18.32,5.61,3.11,2.43,5.61,3.11,2.43,16.9,10.0,13.93,16.9,10.0,13.93,2.23,2.3,1.96,2.23,2.3,1.96,1266,2662,2084,1266,2662,2084,0.4815,0.5455,0.5833,0.4815,0.5455,0.5833,80,126
1517,1525,1495,1517,1525,1495,23.72,24.83,20.87,23.72,24.83,20.87,3.71,3.92,4.22,3.71,3.92,4.22,19.04,18.06,14.88,19.04,18.06,14.88,0.97,2.85,1.77,0.97,2.85,1.77,1358,1252,1714,1358,1252,1714,0.4138,0.4286,0.6429,0.4138,0.4286,0.6429,110,119
1487,1467,1580,1487,1467,1580,19.74,17.42,32.77,19.74,17.42,32.77,3.0,3.5,4.68,3.0,3.5,4.68,14.98,11.19,26.99,14.98,11.19,26.99,1.76,2.74,1.1,1.76,2.74,1.1,1869,2353,645,1869,2353,645,0.5,0.6154,0.5,0.5,0.6154,0.5,93,87
1517,1525,1495,1517,1525,1495,23.72,24.83,20.87,23.72,24.83,20.87,3.71,3.92,4.22,3.71,3.92,4.22,19.04,18.06,14.88,19.04,18.06,14.88,0.97,2.85,1.77,0.97,2.85,1.77,1358,1252,1714,1358,1252,1714,0.4138,0.4286,0.6429,0.4138,0.4286,0.6429,66,65
1559,1537,1413,1559,1537,1413,29.72,26.48,11.4,29.72,26.48,11.4,5.62,4.81,4.4,5.62,4.81,4.4,22.6,20.05,5.98,22.6,20.05,5.98,1.51,1.62,1.01,1.51,1.62,1.01,829,1090,3224,829,1090,3224,0.6538,0.463,0.5385,0.6538,0.463,0.5385,83,114
1528,1623,1513,1528,1623,1513,25.31,39.07,23.24,25.31,39.07,23.24,3.78,3.52,2.66,3.78,3.52,2.66,20.39,34.94,19.52,20.39,34.94,19.52,1.13,0.62,1.06,1.13,0.62,1.06,1205,396,1418,1205,396,1418,0.5577,0.625,0.4286,0.5577,0.625,0.4286,93,69
1517,1525,1495,1517,1525,1495,23.72,24.83,20.87,23.72,24.83,20.87,3.71,3.92,4.22,3.71,3.92,4.22,19.04,18.06,14.88,19.04,18.06,14.88,0.97,2.85,1.77,0.97,2.85,1.77,1358,1252,1714,1358,1252,1714,0.4138,0.4286,0.6429,0.4138,0.4286,0.6429,115,82
1500,1800,1782,1500,1800,1782,21.48,65.62,62.93,21.48,65.62,62.93,5.4,18.44,21.53,5.4,18.44,21.53,14.23,38.94,31.73,14.23,38.94,31.73,1.85,8.24,9.67,1.85,8.24,9.67,1634,38,57,1634,38,57,0.5882,0.8235,0.9412,0.5882,0.8235,0.9412,143,124
1500,1800,1782,1500,1800,1782,21.48,65.62,62.93,21.48,65.62,62.93,5.4,18.44,21.53,5.4,18.44,21.53,14.23,38.94,31.73,14.23,38.94,31.73,1.85,8.24,9.67,1.85,8.24,9.67,1634,38,57,1634,38,57,0.5882,0.8235,0.9412,0.5882,0.8235,0.9412,149,144
1536,1428,1455,1536,1428,1455,26.33,13.02,15.92,26.33,13.02,15.92,7.22,5.76,2.35,7.22,5.76,2.35,13.64,4.81,11.85,13.64,4.81,11.85,5.47,2.44,1.72,5.47,2.44,1.72,1108,3013,2590,1108,3013,2590,0.5455,0.3333,0.3636,0.5455,0.3333,0.3636,37,129
1800,1415,1417,1800,1415,1417,65.62,11.61,11.81,65.62,11.61,11.81,18.44,1.44,3.11,18.44,1.44,3.11,38.94,6.72,7.55,38.94,6.72,7.55,8.24,3.45,1.14,8.24,3.45,1.14,38,3198,3169,38,3198,3169,0.8235,0.3636,0.4545,0.8235,0.3636,0.4545,97,118
1779,1474,1612,1779,1474,1612,62.48,18.16,37.56,62.48,18.16,37.56,17.26,4.32,7.94,17.26,4.32,7.94,38.38,10.82,23.76,38.38,10.82,23.76,6.83,3.02,5.85,6.83,3.02,5.85,60,2102,445,60,2102,445,0.8125,0.4545,0.6875,0.8125,0.4545,0.6875,126,67
1574,1435,1545,1574,1435,1545,31.94,13.71,27.72,31.94,13.71,27.72,4.44,1.47,6.74,4.44,1.47,6.74,20.08,8.76,19.34,20.08,8.76,19.34,7.42,3.48,1.64,7.42,3.48,1.64,692,2926,974,692,2926,974,0.5,0.4091,0.375,0.5,0.4091,0.375,50,72
1508,1566,1459,1508,1566,1459,22.51,30.65,16.38,22.51,30.65,16.38,3.23,9.14,3.9,3.23,9.14,3.9,16.77,19.3,11.21,16.77,19.3,11.21,2.51,2.21,1.28,2.51,2.21,1.28,1509,774,2518,1509,774,2518,0.2857,0.5385,0.5455,0.2857,0.5385,0.5455,61,38
1442,1427,1426,1442,1427,1426,14.52,12.82,12.71,14.52,12.82,12.71,3.75,2.33,4.1,3.75,2.33,4.1,6.65,8.23,5.29,6.65,8.23,5.29,4.12,2.26,3.31,4.12,2.26,3.31,2799,3033,3043,2799,3033,3043,0.3636,0.3636,0.4,0.3636,0.3636,0.4,34,76
1402,1461,1532,1402,1461,1532,10.18,16.67,25.79,10.18,16.67,25.79,2.85,2.19,6.29,2.85,2.19,6.29,5.51,10.52,17.01,5.51,10.52,17.01,1.82,3.95,2.49,1.82,3.95,2.49,3365,2480,1159,3365,2480,1159,0.3182,0.6364,0.6154,0.3182,0.6364,0.6154,55,71
1417,1500,1612,1417,1500,1612,11.81,21.48,37.56,11.81,21.48,37.56,3.11,5.4,7.94,3.11,5.4,7.94,7.55,14.23,23.76,7.55,14.23,23.76,1.14,1.85,5.85,1.14,1.85,5.85,3169,1634,445,3169,1634,445,0.4545,0.5882,0.6875,0.4545,0.5882,0.6875,56,54
1545,1661,1447,1545,1661,1447,27.72,45.1,15.05,27.72,45.1,15.05,6.74,7.42,2.04,6.74,7.42,2.04,19.34,32.77,8.94,19.34,32.77,8.94,1.64,4.92,4.07,1.64,4.92,4.07,974,245,2714,974,245,2714,0.375,0.5333,0.2727,0.375,0.5333,0.2727,84,123
1435,1388,1571,1435,1388,1571,13.71,8.75,31.47,13.71,8.75,31.47,1.47,3.1,6.11,1.47,3.1,6.11,8.76,4.2,20.64,8.76,4.2,20.64,3.48,1.45,4.72,3.48,1.45,4.72,2926,3478,725,2926,3478,725,0.4091,0.1818,0.3077,0.4091,0.1818,0.3077,35,90
1466,1615,1546,1466,1615,1546,17.24,37.94,27.78,17.24,37.94,27.78,4.37,6.62,5.26,4.37,6.62,5.26,11.22,30.33,20.03,11.22,30.33,20.03,1.64,0.99,2.49,1.64,0.99,2.49,2381,434,969,2381,434,969,0.4545,0.6429,0.3929,0.4545,0.6429,0.3929,98,97
1670,1532,1566,1670,1532,1566,46.47,25.79,30.78,46.47,25.79,30.78,11.8,6.29,5.36,11.8,6.29,5.36,25.51,17.01,21.68,25.51,17.01,21.68,9.16,2.49,3.73,9.16,2.49,3.73,210,1159,766,210,1159,766,0.8125,0.6154,0.6071,0.8125,0.6154,0.6071,97,63
1598,1536,1508,1598,1536,1508,35.39,26.33,22.51,35.39,26.33,22.51,8.39,7.22,3.23,8.39,7.22,3.23,22.18,13.64,16.77,22.18,13.64,16.77,4.82,5.47,2.51,4.82,5.47,2.51,531,1108,1509,531,1108,1509,0.7143,0.5455,0.2857,0.7143,0.5455,0.2857,99,58
1537,1431,1355,1537,1431,1355,26.54,13.31,5.43,26.54,13.31,5.43,2.27,0.54,1.26,2.27,0.54,1.26,22.8,10.81,1.08,22.8,10.81,1.08,1.47,1.95,3.08,1.47,1.95,3.08,1084,2972,3642,1084,2972,3642,0.5714,0.2727,0.1818,0.5714,0.2727,0.1818,43,109
1455,1442,1574,1455,1442,1574,15.92,14.52,31.94,15.92,14.52,31.94,2.35,3.75,4.44,2.35,3.75,4.44,11.85,6.65,20.08,11.85,6.65,20.08,1.72,4.12,7.42,1.72,4.12,7.42,2590,2799,692,2590,2799,692,0.3636,0.3636,0.5,0.3636,0.3636,0.5,76,126
1445,1566,1461,1445,1566,1461,14.79,30.78,16.67,14.79,30.78,16.67,3.24,5.36,2.19,3.24,5.36,2.19,10.79,21.68,10.52,10.79,21.68,10.52,0.76,3.73,3.95,0.76,3.73,3.95,2753,766,2480,2753,766,2480,0.4375,0.6071,0.6364,0.4375,0.6071,0.6364,47,43
1530,1415,1545,1530,1415,1545,25.47,11.61,27.72,25.47,11.61,27.72,4.43,1.44,6.74,4.43,1.44,6.74,13.86,6.72,19.34,13.86,6.72,19.34,7.18,3.45,1.64,7.18,3.45,1.64,1189,3198,974,1189,3198,974,0.4615,0.3636,0.375,0.4615,0.3636,0.375,30,38
1525,1566,1466,1525,1566,1466,24.9,30.65,17.24,24.9,30.65,17.24,6.95,9.14,4.37,6.95,9.14,4.37,13.43,19.3,11.22,13.43,19.3,11.22,4.52,2.21,1.64,4.52,2.21,1.64,1240,774,2381,1240,774,2381,0.4615,0.5385,0.4545,0.4615,0.5385,0.4545,83,81
1782,1571,1532,1782,1571,1532,62.93,31.47,25.79,62.93,31.47,25.79,21.53,6.11,6.29,21.53,6.11,6.29,31.73,20.64,17.01,31.73,20.64,17.01,9.67,4.72,2.49,9.67,4.72,2.49,57,725,1159,57,725,1159,0.9412,0.3077,0.6154,0.9412,0.3077,0.6154,139,47
1426,1800,1431,1426,1800,1431,12.71,65.62,13.31,12.71,65.62,13.31,4.1,18.44,0.54,4.1,18.44,0.54,5.29,38.94,10.81,5.29,38.94,10.81,3.31,8.24,1.95,3.31,8.24,1.95,3043,38,2972,3043,38,2972,0.4,0.8235,0.2727,0.4,0.8235,0.2727,119,137
1661,1536,1480,1661,1536,1480,45.1,26.33,18.91,45.1,26.33,18.91,7.42,7.22,5.31,7.42,7.22,5.31,32.77,13.64,10.99,32.77,13.64,10.99,4.92,5.47,2.6,4.92,5.47,2.6,245,1108,1985,245,1108,1985,0.5333,0.5455,0.4583,0.5333,0.5455,0.4583,113,66
1442,1670,1462,1442,1670,1462,14.52,46.47,16.79,14.52,46.47,16.79,3.75,11.8,4.56,3.75,11.8,4.56,6.65,25.51,9.65,6.65,25.51,9.65,4.12,9.16,2.58,4.12,9.16,2.58,2799,210,2462,2799,210,2462,0.3636,0.8125,0.3636,0.3636,0.8125,0.3636,79,43
1571,1536,1500,1571,1536,1500,31.47,26.41,21.48,31.47,26.41,21.48,6.11,3.63,5.4,6.11,3.63,5.4,20.64,20.18,14.23,20.64,20.18,14.23,4.72,2.61,1.85,4.72,2.61,1.85,725,1097,1634,725,1097,1634,0.3077,0.6667,0.5882,0.3077,0.6667,0.5882,52,142
1415,1445,1537,1415,1445,1537,11.61,14.79,26.54,11.61,14.79,26.54,1.44,3.24,2.27,1.44,3.24,2.27,6.72,10.79,22.8,6.72,10.79,22.8,3.45,0.76,1.47,3.45,0.76,1.47,3198,2753,1084,3198,2753,1084,0.3636,0.4375,0.5714,0.3636,0.4375,0.5714,22,61
1500,1466,1427,1500,1466,1427,21.48,17.24,12.82,21.48,17.24,12.82,5.4,4.37,2.33,5.4,4.37,2.33,14.23,11.22,8.23,14.23,11.22,8.23,1.85,1.64,2.26,1.85,1.64,2.26,1634,2381,3033,1634,2381,3033,0.5882,0.4545,0.3636,0.5882,0.4545,0.3636,33,69
1574,1782,1536,1574,1782,1536,31.94,62.93,26.41,31.94,62.93,26.41,4.44,21.53,3.63,4.44,21.53,3.63,20.08,31.73,20.18,20.08,31.73,20.18,7.42,9.67,2.61,7.42,9.67,2.61,692,57,1097,692,57,1097,0.5,0.9412,0.6667,0.5,0.9412,0.6667,93,88
1431,1661,1571,1431,1661,1571,13.31,45.1,31.47,13.31,45.1,31.47,0.54,7.42,6.11,0.54,7.42,6.11,10.81,32.77,20.64,10.81,32.77,20.64,1.95,4.92,4.72,1.95,4.92,4.72,2972,245,725,2972,245,725,0.2727,0.5333,0.3077,0.2727,0.5333,0.3077,77,159
1435,1462,1612,1435,1462,1612,13.71,16.79,37.56,13.71,16.79,37.56,1.47,4.56,7.94,1.47,4.56,7.94,8.76,9.65,23.76,8.76,9.65,23.76,3.48,2.58,5.85,3.48,2.58,5.85,2926,2462,445,2926,2462,445,0.4091,0.3636,0.6875,0.4091,0.3636,0.6875,60,56
1508,1530,1525,1508,1530,1525,22.51,25.47,24.9,22.51,25.47,24.9,3.23,4.43,6.95,3.23,4.43,6.95,16.77,13.86,13.43,16.77,13.86,13.43,2.51,7.18,4.52,2.51,7.18,4.52,1509,1189,1240,1509,1189,1240,0.2857,0.4615,0.4615,0.2857,0.4615,0.4615,70,89
1355,1598,1402,1355,1598,1402,5.43,35.39,10.18,5.43,35.39,10.18,1.26,8.39,2.85,1.26,8.39,2.85,1.08,22.18,5.51,1.08,22.18,5.51,3.08,4.82,1.82,3.08,4.82,1.82,3642,531,3365,3642,531,3365,0.1818,0.7143,0.3182,0.1818,0.7143,0.3182,63,107
1415,1442,1546,1415,1442,1546,11.61,14.52,27.78,11.61,14.52,27.78,1.44,3.75,5.26,1.44,3.75,5.26,6.72,6.65,20.03,6.72,6.65,20.03,3.45,4.12,2.49,3.45,4.12,2.49,3198,2799,969,3198,2799,969,0.3636,0.3636,0.3929,0.3636,0.3636,0.3929,56,89
1431,1461,1615,1431,1461,1615,13.31,16.67,37.94,13.31,16.67,37.94,0.54,2.19,6.62,0.54,2.19,6.62,10.81,10.52,30.33,10.81,10.52,30.33,1.95,3.95,0.99,1.95,3.95,0.99,2972,2480,434,2972,2480,434,0.2727,0.6364,0.6429,0.2727,0.6364,0.6429,72,71
1532,1612,1445,1532,1612,1445,25.79,37.56,14.79,25.79,37.56,14.79,6.29,7.94,3.24,6.29,7.94,3.24,17.01,23.76,10.79,17.01,23.76,10.79,2.49,5.85,0.76,2.49,5.85,0.76,1159,445,2753,1159,445,2753,0.6154,0.6875,0.4375,0.6154,0.6875,0.4375,87,192
1427,1445,1615,1427,1445,1615,12.82,14.79,37.94,12.82,14.79,37.94,2.33,3.24,6.62,2.33,3.24,6.62,8.23,10.79,30.33,8.23,10.79,30.33,2.26,0.76,0.99,2.26,0.76,0.99,3033,2753,434,3033,2753,434,0.3636,0.4375,0.6429,0.3636,0.4375,0.6429,61,46
1536,1455,1508,1536,1455,1508,26.41,15.92,22.51,26.41,15.92,22.51,3.63,2.35,3.23,3.63,2.35,3.23,20.18,11.85,16.77,20.18,11.85,16.77,2.61,1.72,2.51,2.61,1.72,2.51,1097,2590,1509,1097,2590,1509,0.6667,0.3636,0.2857,0.6667,0.3636,0.2857,74,65
1428,1670,1525,1428,1670,1525,13.02,46.47,24.9,13.02,46.47,24.9,5.76,11.8,6.95,5.76,11.8,6.95,4.81,25.51,13.43,4.81,25.51,13.43,2.44,9.16,4.52,2.44,9.16,4.52,3013,210,1240,3013,210,1240,0.3333,0.8125,0.4615,0.3333,0.8125,0.4615,86,42
1566,1371,1388,1566,1371,1388,30.65,7.03,8.75,30.65,7.03,8.75,9.14,4.81,3.1,9.14,4.81,3.1,19.3,3.41,4.2,19.3,3.41,4.2,2.21,-1.18,1.45,2.21,-1.18,1.45,774,3573,3478,774,3573,3478,0.5385,0.3333,0.1818,0.5385,0.3333,0.1818,72,117
1537,1459,1530,1537,1459,1530,26.54,16.38,25.47,26.54,16.38,25.47,2.27,3.9,4.43,2.27,3.9,4.43,22.8,11.21,13.86,22.8,11.21,13.86,1.47,1.28,7.18,1.47,1.28,7.18,1084,2518,1189,1084,2518,1189,0.5714,0.5455,0.4615,0.5714,0.5455,0.4615,58,52
1558,1480,1402,1558,1480,1402,29.6,18.91,10.18,29.6,18.91,10.18,5.51,5.31,2.85,5.51,5.31,2.85,18.54,10.99,5.51,18.54,10.99,5.51,5.55,2.6,1.82,5.55,2.6,1.82,839,1985,3365,839,1985,3365,0.4231,0.4583,0.3182,0.4231,0.4583,0.3182,71,71
1532,1536,1615,1532,1536,1615,25.79,26.41,37.94,25.79,26.41,37.94,6.29,3.63,6.62,6.29,3.63,6.62,17.01,20.18,30.33,17.01,20.18,30.33,2.49,2.61,0.99,2.49,2.61,0.99,1159,1097,434,1159,1097,434,0.6154,0.6667,0.6429,0.6154,0.6667,0.6429,116,68
1598,1525,1417,1598,1525,1417,35.39,24.9,11.81,35.39,24.9,11.81,8.39,6.95,3.11,8.39,6.95,3.11,22.18,13.43,7.55,22.18,13.43,7.55,4.82,4.52,1.14,4.82,4.52,1.14,531,1240,3169,531,1240,3169,0.7143,0.4615,0.4545,0.7143,0.4615,0.4545,93,71
1612,1466,1782,1612,1466,1782,37.56,17.24,62.93,37.56,17.24,62.93,7.94,4.37,21.53,7.94,4.37,21.53,23.76,11.22,31.73,23.76,11.22,31.73,5.85,1.64,9.67,5.85,1.64,9.67,445,2381,57,445,2381,57,0.6875,0.4545,0.9412,0.6875,0.4545,0.9412,129,39
1459,1355,1462,1459,1355,1462,16.38,5.43,16.79,16.38,5.43,16.79,3.9,1.26,4.56,3.9,1.26,4.56,11.21,1.08,9.65,11.21,1.08,9.65,1.28,3.08,2.58,1.28,3.08,2.58,2518,3642,2462,2518,3642,2462,0.5455,0.1818,0.3636,0.5455,0.1818,0.3636,21,63
1566,1546,1800,1566,1546,1800,30.65,27.78,65.62,30.65,27.78,65.62,9.14,5.26,18.44,9.14,5.26,18.44,19.3,20.03,38.94,19.3,20.03,38.94,2.21,2.49,8.24,2.21,2.49,8.24,774,969,38,774,969,38,0.5385,0.3929,0.8235,0.5385,0.3929,0.8235,126,82
1355,1474,1415,1355,1474,1415,5.43,18.16,11.61,5.43,18.16,11.61,1.26,4.32,1.44,1.26,4.32,1.44,1.08,10.82,6.72,1.08,10.82,6.72,3.08,3.02,3.45,3.08,3.02,3.45,3642,2102,3198,3642,2102,3198,0.1818,0.4545,0.3636,0.1818,0.4545,0.3636,40,62
1480,1426,1388,1480,1426,1388,18.91,12.71,8.75,18.91,12.71,8.75,5.31,4.1,3.1,5.31,4.1,3.1,10.99,5.29,4.2,10.99,5.29,4.2,2.6,3.31,1.45,2.6,3.31,1.45,1985,3043,3478,1985,3043,3478,0.4583,0.4,0.1818,0.4583,0.4,0.1818,39,70
1431,1402,1428,1431,1402,1428,13.31,10.18,13.02,13.31,10.18,13.02,0.54,2.85,5.76,0.54,2.85,5.76,10.81,5.51,4.81,10.81,5.51,4.81,1.95,1.82,2.44,1.95,1.82,2.44,2972,3365,3013,2972,3365,3013,0.2727,0.3182,0.3333,0.2727,0.3182,0.3333,26,54
1371,1455,1447,1371,1455,1447,7.03,15.92,15.05,7.03,15.92,15.05,4.81,2.35,2.04,4.81,2.35,2.04,3.41,11.85,8.94,3.41,11.85,8.94,-1.18,1.72,4.07,-1.18,1.72,4.07,3573,2590,2714,3573,2590,2714,0.3333,0.3636,0.2727,0.3333,0.3636,0.2727,26,125
1461,1779,1670,1461,1779,1670,16.67,62.48,46.47,16.67,62.48,46.47,2.19,17.26,11.8,2.19,17.26,11.8,10.52,38.38,25.51,10.52,38.38,25.51,3.95,6.83,9.16,3.95,6.83,9.16,2480,60,210,2480,60,210,0.6364,0.8125,0.8125,0.6364,0.8125,0.8125,140,105
1536,1474,1546,1536,1474,1546,26.33,18.16,27.78,26.33,18.16,27.78,7.22,4.32,5.26,7.22,4.32,5.26,13.64,10.82,20.03,13.64,10.82,20.03,5.47,3.02,2.49,5.47,3.02,2.49,1108,2102,969,1108,2102,969,0.5455,0.4545,0.3929,0.5455,0.4545,0.3929,70,73
1435,1537,1536,1435,1537,1536,13.71,26.54,26.41,13.71,26.54,26.41,1.47,2.27,3.63,1.47,2.27,3.63,8.76,22.8,20.18,8.76,22.8,20.18,3.48,1.47,2.61,3.48,1.47,2.61,2926,1084,1097,2926,1084,1097,0.4091,0.5714,0.6667,0.4091,0.5714,0.6667,123,55
1462,1545,1500,1462,1545,1500,16.79,27.72,21.48,16.79,27.72,21.48,4.56,6.74,5.4,4.56,6.74,5.4,9.65,19.34,14.23,9.65,19.34,14.23,2.58,1.64,1.85,2.58,1.64,1.85,2462,974,1634,2462,974,1634,0.3636,0.375,0.5882,0.3636,0.375,0.5882,78,107
1388,1447,1508,1388,1447,1508,8.75,15.05,22.51,8.75,15.05,22.51,3.1,2.04,3.23,3.1,2.04,3.23,4.2,8.94,16.77,4.2,8.94,16.77,1.45,4.07,2.51,1.45,4.07,2.51,3478,2714,1509,3478,2714,1509,0.1818,0.2727,0.2857,0.1818,0.2727,0.2857,26,63
1558,1466,1530,1558,1466,1530,29.6,17.24,25.47,29.6,17.24,25.47,5.51,4.37,4.43,5.51,4.37,4.43,18.54,11.22,13.86,18.54,11.22,13.86,5.55,1.64,7.18,5.55,1.64,7.18,839,2381,1189,839,2381,1189,0.4231,0.4545,0.4615,0.4231,0.4545,0.4615,84,98
1536,1566,1566,1536,1566,1566,26.33,30.78,30.65,26.33,30.78,30.65,7.22,5.36,9.14,7.22,5.36,9.14,13.64,21.68,19.3,13.64,21.68,19.3,5.47,3.73,2.21,5.47,3.73,2.21,1108,766,774,1108,766,774,0.5455,0.6071,0.5385,0.5455,0.6071,0.5385,100,52
1558,1779,1459,1558,1779,1459,29.6,62.48,16.38,29.6,62.48,16.38,5.51,17.26,3.9,5.51,17.26,3.9,18.54,38.38,11.21,18.54,38.38,11.21,5.55,6.83,1.28,5.55,6.83,1.28,839,60,2518,839,60,2518,0.4231,0.8125,0.5455,0.4231,0.8125,0.5455,103,50
1612,1598,1536,1612,1598,1536,37.56,35.39,26.41,37.56,35.39,26.41,7.94,8.39,3.63,7.94,8.39,3.63,23.76,22.18,20.18,23.76,22.18,20.18,5.85,4.82,2.61,5.85,4.82,2.61,445,531,1097,445,531,1097,0.6875,0.7143,0.6667,0.6875,0.7143,0.6667,100,62
1546,1574,1670,1546,1574,1670,27.78,31.94,46.47,27.78,31.94,46.47,5.26,4.44,11.8,5.26,4.44,11.8,20.03,20.08,25.51,20.03,20.08,25.51,2.49,7.42,9.16,2.49,7.42,9.16,969,692,210,969,692,210,0.3929,0.5,0.8125,0.3929,0.5,0.8125,126,65
1426,1355,1455,1426,1355,1455,12.71,5.43,15.92,12.71,5.43,15.92,4.1,1.26,2.35,4.1,1.26,2.35,5.29,1.08,11.85,5.29,1.08,11.85,3.31,3.08,1.72,3.31,3.08,1.72,3043,3642,2590,3043,3642,2590,0.4,0.1818,0.3636,0.4,0.1818,0.3636,19,108
1474,1558,1537,1474,1558,1537,18.16,29.6,26.54,18.16,29.6,26.54,4.32,5.51,2.27,4.32,5.51,2.27,10.82,18.54,22.8,10.82,18.54,22.8,3.02,5.55,1.47,3.02,5.55,1.47,2102,839,1084,2102,839,1084,0.4545,0.4231,0.5714,0.4545,0.4231,0.5714,95,45
1530,1779,1532,1530,1779,1532,25.47,62.48,25.79,25.47,62.48,25.79,4.43,17.26,6.29,4.43,17.26,6.29,13.86,38.38,17.01,13.86,38.38,17.01,7.18,6.83,2.49,7.18,6.83,2.49,1189,60,1159,1189,60,1159,0.4615,0.8125,0.6154,0.4615,0.8125,0.6154,124,56
1388,1402,1427,1388,1402,1427,8.75,10.18,12.82,8.75,10.18,12.82,3.1,2.85,2.33,3.1,2.85,2.33,4.2,5.51,8.23,4.2,5.51,8.23,1.45,1.82,2.26,1.45,1.82,2.26,3478,3365,3033,3478,3365,3033,0.1818,0.3182,0.3636,0.1818,0.3182,0.3636,24,114
1571,1800,1447,1571,1800,1447,31.47,65.62,15.05,31.47,65.62,15.05,6.11,18.44,2.04,6.11,18.44,2.04,20.64,38.94,8.94,20.64,38.94,8.94,4.72,8.24,4.07,4.72,8.24,4.07,725,38,2714,725,38,2714,0.3077,0.8235,0.2727,0.3077,0.8235,0.2727,166,55
1545,1459,1455,1545,1459,1455,27.72,16.38,15.92,27.72,16.38,15.92,6.74,3.9,2.35,6.74,3.9,2.35,19.34,11.21,11.85,19.34,11.21,11.85,1.64,1.28,1.72,1.64,1.28,1.72,974,2518,2590,974,2518,2590,0.375,0.5455,0.3636,0.375,0.5455,0.3636,80,99
1615,1474,1525,1615,1474,1525,37.94,18.16,24.9,37.94,18.16,24.9,6.62,4.32,6.95,6.62,4.32,6.95,30.33,10.82,13.43,30.33,10.82,13.43,0.99,3.02,4.52,0.99,3.02,4.52,434,2102,1240,434,2102,1240,0.6429,0.4545,0.4615,0.6429,0.4545,0.4615,81,45
1508,1445,1574,1508,1445,1574,22.51,14.79,31.94,22.51,14.79,31.94,3.23,3.24,4.44,3.23,3.24,4.44,16.77,10.79,20.08,16.77,10.79,20.08,2.51,0.76,7.42,2.51,0.76,7.42,1509,2753,692,1509,2753,692,0.2857,0.4375,0.5,0.2857,0.4375,0.5,72,117
1525,1435,1661,1525,1435,1661,24.9,13.71,45.1,24.9,13.71,45.1,6.95,1.47,7.42,6.95,1.47,7.42,13.43,8.76,32.77,13.43,8.76,32.77,4.52,3.48,4.92,4.52,3.48,4.92,1240,2926,245,1240,2926,245,0.4615,0.4091,0.5333,0.4615,0.4091,0.5333,84,58
1546,1417,1402,1546,1417,1402,27.78,11.81,10.18,27.78,11.81,10.18,5.26,3.11,2.85,5.26,3.11,2.85,20.03,7.55,5.51,20.03,7.55,5.51,2.49,1.14,1.82,2.49,1.14,1.82,969,3169,3365,969,3169,3365,0.3929,0.4545,0.3182,0.3929,0.4545,0.3182,37,46
1461,1388,1442,1461,1388,1442,16.67,8.75,14.52,16.67,8.75,14.52,2.19,3.1,3.75,2.19,3.1,3.75,10.52,4.2,6.65,10.52,4.2,6.65,3.95,1.45,4.12,3.95,1.45,4.12,2480,3478,2799,2480,3478,2799,0.6364,0.1818,0.3636,0.6364,0.1818,0.3636,42,122
